timestamp,symbol,price
1640995200000,ABC,0.8298
1641016800000,ABC,0.842
1641070800000,ABC,0.8458
1641099600000,ABC,0.8391
1641132000000,ABC,0.8448
1641186000000,ABC,0.8432
